#         T/K     Cv/J*K^-1     Cp/J*K^-1
 3.301500E+02  5.520860E+01  6.431852E+01
 3.311500E+02  5.527572E+01  6.437517E+01
 3.321500E+02  5.534278E+01  6.443190E+01
 3.331500E+02  5.540980E+01  6.448872E+01
 3.341500E+02  5.547676E+01  6.454560E+01
 3.351500E+02  5.554366E+01  6.460256E+01
 3.361500E+02  5.561050E+01  6.465959E+01
 3.371500E+02  5.567729E+01  6.471668E+01
 3.381500E+02  5.574401E+01  6.477384E+01
 3.391500E+02  5.581066E+01  6.483106E+01
 3.401500E+02  5.587725E+01  6.488834E+01
 3.411500E+02  5.594377E+01  6.494567E+01
 3.421500E+02  5.601022E+01  6.500305E+01
 3.431500E+02  5.607660E+01  6.506049E+01
 3.441500E+02  5.614290E+01  6.511797E+01
 3.451500E+02  5.620913E+01  6.517549E+01
 3.461500E+02  5.627527E+01  6.523306E+01
 3.471500E+02  5.634134E+01  6.529066E+01
 3.481500E+02  5.640733E+01  6.534830E+01
 3.491500E+02  5.647323E+01  6.540597E+01
 3.501500E+02  5.653906E+01  6.546368E+01
 3.511500E+02  5.660479E+01  6.552140E+01
 3.521500E+02  5.667044E+01  6.557915E+01
 3.531500E+02  5.673599E+01  6.563693E+01
 3.541500E+02  5.680146E+01  6.569472E+01
 3.551500E+02  5.686684E+01  6.575253E+01
 3.561500E+02  5.693212E+01  6.581035E+01
 3.571500E+02  5.699731E+01  6.586818E+01
 3.581500E+02  5.706240E+01  6.592602E+01
 3.591500E+02  5.712740E+01  6.598387E+01
 3.601500E+02  5.719229E+01  6.604172E+01
 3.611500E+02  5.725709E+01  6.609956E+01
 3.621500E+02  5.732179E+01  6.615741E+01
 3.631500E+02  5.738638E+01  6.621525E+01
 3.641500E+02  5.745087E+01  6.627309E+01
 3.651500E+02  5.751526E+01  6.633092E+01
 3.661500E+02  5.757954E+01  6.638873E+01
 3.671500E+02  5.764371E+01  6.644653E+01
 3.681500E+02  5.770778E+01  6.650432E+01
 3.691500E+02  5.777173E+01  6.656208E+01
 3.701500E+02  5.783558E+01  6.661983E+01
 3.711500E+02  5.789932E+01  6.667755E+01
 3.721500E+02  5.796294E+01  6.673525E+01
 3.731500E+02  5.802646E+01  6.679292E+01
 3.741500E+02  5.808986E+01  6.685056E+01
 3.751500E+02  5.815314E+01  6.690816E+01
 3.761500E+02  5.821631E+01  6.696574E+01
 3.771500E+02  5.827937E+01  6.702328E+01
 3.781500E+02  5.834231E+01  6.708078E+01
 3.791500E+02  5.840513E+01  6.713825E+01
 3.801500E+02  5.846783E+01  6.719567E+01
 3.811500E+02  5.853042E+01  6.725305E+01
 3.821500E+02  5.859288E+01  6.731038E+01
 3.831500E+02  5.865523E+01  6.736767E+01
 3.841500E+02  5.871745E+01  6.742491E+01
 3.851500E+02  5.877955E+01  6.748210E+01
 3.861500E+02  5.884153E+01  6.753924E+01
 3.871500E+02  5.890339E+01  6.759633E+01
 3.881500E+02  5.896512E+01  6.765336E+01
 3.891500E+02  5.902673E+01  6.771033E+01
 3.901500E+02  5.908822E+01  6.776724E+01
 3.911500E+02  5.914958E+01  6.782410E+01
 3.921500E+02  5.921082E+01  6.788090E+01
 3.931500E+02  5.927193E+01  6.793763E+01
 3.941500E+02  5.933291E+01  6.799430E+01
 3.951500E+02  5.939377E+01  6.805090E+01
 3.961500E+02  5.945450E+01  6.810743E+01
 3.971500E+02  5.951510E+01  6.816390E+01
 3.981500E+02  5.957557E+01  6.822030E+01
 3.991500E+02  5.963592E+01  6.827862E+01
