#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.811375E+01  5.811662E+01
 2.741500E+02  5.816457E+01  5.816747E+01
 2.751500E+02  5.821480E+01  5.821773E+01
 2.761500E+02  5.826453E+01  5.826749E+01
 2.771500E+02  5.831378E+01  5.831676E+01
 2.781500E+02  5.836257E+01  5.836559E+01
 2.791500E+02  5.841094E+01  5.841398E+01
 2.801500E+02  5.845889E+01  5.846196E+01
 2.811500E+02  5.850646E+01  5.850955E+01
 2.821500E+02  5.855366E+01  5.855678E+01
 2.831500E+02  5.860052E+01  5.860366E+01
 2.841500E+02  5.864705E+01  5.865021E+01
 2.851500E+02  5.869327E+01  5.869646E+01
 2.861500E+02  5.873921E+01  5.874242E+01
 2.871500E+02  5.878488E+01  5.878812E+01
 2.881500E+02  5.883030E+01  5.883356E+01
 2.891500E+02  5.887549E+01  5.887876E+01
 2.901500E+02  5.892045E+01  5.892375E+01
 2.911500E+02  5.896522E+01  5.896853E+01
 2.921500E+02  5.900979E+01  5.901313E+01
 2.931500E+02  5.905419E+01  5.905755E+01
 2.941500E+02  5.909844E+01  5.910181E+01
 2.951500E+02  5.914253E+01  5.914592E+01
 2.961500E+02  5.918650E+01  5.918991E+01
 2.971500E+02  5.923034E+01  5.923377E+01
 2.981500E+02  5.927408E+01  5.927753E+01
 2.991500E+02  5.931773E+01  5.932119E+01
 3.001500E+02  5.936129E+01  5.936478E+01
 3.011500E+02  5.940478E+01  5.940829E+01
 3.021500E+02  5.944822E+01  5.945175E+01
 3.031500E+02  5.949162E+01  5.949516E+01
 3.041500E+02  5.953498E+01  5.953853E+01
 3.051500E+02  5.957831E+01  5.958189E+01
 3.061500E+02  5.962164E+01  5.962523E+01
 3.071500E+02  5.966496E+01  5.966858E+01
 3.081500E+02  5.970830E+01  5.971193E+01
 3.091500E+02  5.975166E+01  5.975530E+01
 3.101500E+02  5.979505E+01  5.979871E+01
 3.111500E+02  5.983848E+01  5.984216E+01
 3.121500E+02  5.988196E+01  5.988566E+01
 3.131500E+02  5.992551E+01  5.992921E+01
 3.141500E+02  5.996912E+01  5.997284E+01
 3.151500E+02  6.001281E+01  6.001655E+01
 3.161500E+02  6.005659E+01  6.006034E+01
 3.171500E+02  6.010046E+01  6.010422E+01
 3.181500E+02  6.014443E+01  6.014821E+01
 3.191500E+02  6.018851E+01  6.019230E+01
 3.201500E+02  6.023270E+01  6.023651E+01
 3.211500E+02  6.027701E+01  6.028083E+01
 3.221500E+02  6.032145E+01  6.032528E+01
 3.231500E+02  6.036602E+01  6.036986E+01
 3.241500E+02  6.041072E+01  6.041458E+01
 3.251500E+02  6.045556E+01  6.045943E+01
 3.261500E+02  6.050053E+01  6.050442E+01
 3.271500E+02  6.054565E+01  6.054954E+01
 3.281500E+02  6.059091E+01  6.059482E+01
 3.291500E+02  6.063631E+01  6.064023E+01
 3.301500E+02  6.068186E+01  6.068579E+01
 3.311500E+02  6.072755E+01  1.418522E+03
 3.321500E+02  4.827016E+01  1.410443E+03
 3.331500E+02  4.834398E+01  5.710172E+01
 3.341500E+02  4.841783E+01  5.716842E+01
 3.351500E+02  4.849172E+01  5.723530E+01
 3.361500E+02  4.856565E+01  5.730234E+01
 3.371500E+02  4.863961E+01  5.736954E+01
 3.381500E+02  4.871360E+01  5.743690E+01
 3.391500E+02  4.878761E+01  5.750442E+01
 3.401500E+02  4.886165E+01  5.757207E+01
 3.411500E+02  4.893572E+01  5.763987E+01
 3.421500E+02  4.900979E+01  5.770781E+01
 3.431500E+02  4.908389E+01  5.777587E+01
 3.441500E+02  4.915800E+01  5.784406E+01
 3.451500E+02  4.923212E+01  5.791238E+01
 3.461500E+02  4.930625E+01  5.798081E+01
 3.471500E+02  4.938038E+01  5.804935E+01
 3.481500E+02  4.945452E+01  5.811799E+01
 3.491500E+02  4.952866E+01  5.818675E+01
 3.501500E+02  4.960280E+01  5.825560E+01
 3.511500E+02  4.967694E+01  5.832454E+01
 3.521500E+02  4.975107E+01  5.839357E+01
 3.531500E+02  4.982519E+01  5.846269E+01
 3.541500E+02  4.989931E+01  5.853189E+01
 3.551500E+02  4.997341E+01  5.860117E+01
 3.561500E+02  5.004750E+01  5.867053E+01
 3.571500E+02  5.012157E+01  5.873995E+01
 3.581500E+02  5.019563E+01  5.880944E+01
 3.591500E+02  5.026967E+01  5.887899E+01
 3.601500E+02  5.034368E+01  5.894861E+01
 3.611500E+02  5.041767E+01  5.901827E+01
 3.621500E+02  5.049164E+01  5.908800E+01
 3.631500E+02  5.056558E+01  5.915776E+01
 3.641500E+02  5.063949E+01  5.922758E+01
 3.651500E+02  5.071337E+01  5.929744E+01
 3.661500E+02  5.078722E+01  5.936734E+01
 3.671500E+02  5.086104E+01  5.943727E+01
 3.681500E+02  5.093482E+01  5.950723E+01
 3.691500E+02  5.100856E+01  5.957723E+01
 3.701500E+02  5.108226E+01  5.964725E+01
 3.711500E+02  5.115592E+01  5.971730E+01
 3.721500E+02  5.122954E+01  5.978737E+01
 3.731500E+02  5.130312E+01  5.985746E+01
 3.741500E+02  5.137665E+01  5.992756E+01
 3.751500E+02  5.145014E+01  5.999768E+01
 3.761500E+02  5.152358E+01  6.006780E+01
 3.771500E+02  5.159697E+01  6.013794E+01
 3.781500E+02  5.167031E+01  6.020808E+01
 3.791500E+02  5.174359E+01  6.027822E+01
 3.801500E+02  5.181683E+01  6.034837E+01
 3.811500E+02  5.189001E+01  6.041851E+01
 3.821500E+02  5.196313E+01  6.048865E+01
 3.831500E+02  5.203620E+01  6.055878E+01
 3.841500E+02  5.210920E+01  6.062890E+01
 3.851500E+02  5.218215E+01  6.069901E+01
 3.861500E+02  5.225504E+01  6.076911E+01
 3.871500E+02  5.232786E+01  6.083919E+01
 3.881500E+02  5.240062E+01  6.090926E+01
 3.891500E+02  5.247332E+01  6.097931E+01
 3.901500E+02  5.254595E+01  6.104933E+01
 3.911500E+02  5.261852E+01  6.111934E+01
 3.921500E+02  5.269102E+01  6.118931E+01
 3.931500E+02  5.276345E+01  6.125926E+01
 3.941500E+02  5.283581E+01  6.132919E+01
 3.951500E+02  5.290810E+01  6.139908E+01
 3.961500E+02  5.298032E+01  6.146894E+01
 3.971500E+02  5.305246E+01  6.153876E+01
 3.981500E+02  5.312453E+01  6.160855E+01
 3.991500E+02  5.319653E+01  6.167942E+01
